short_name,long_name,player_id,player_overall,potential,age,height_cm,weight_kg,value_millions_eur,wage_thousands_eur,pace,shooting,passing,dribbling,defending,physic,player_positions,preferred_foot,nationality_name,league_name,skill_moves,weak_foot,international_reputation,club_name,team_overall,domestic_prestige,def_style,off_chance_creation,overall15,value_millions_eur15,country
S. de Vrij,Stefan de Vrij,198176,84,84,30,189,78,34.5,88.0,68.0,41.0,65.0,69.0,87.0,79.0,CB,Right,Netherlands,Serie A,2,3,3,Inter,83.0,9.0,Balanced,Forward Runs,83,29.0,Italy
W. Ben Yedder,Wissam Ben Yedder,199451,84,84,31,170,68,35.5,88.0,81.0,84.0,78.0,88.0,39.0,68.0,ST,Right,France,Ligue 1,4,5,2,Monaco,77.0,8.0,Pressure On Heavy Touch,Possession,81,21.0,France
S. Savić,Stefan Savić,204639,84,84,31,187,80,29.0,74.0,64.0,35.0,57.0,57.0,87.0,80.0,CB,Right,Montenegro,La Liga,2,3,2,Atlético Madrid,82.0,9.0,Pressure On Heavy Touch,Balanced,82,24.0,Spain
Carvajal,Daniel Carvajal Ramos,204963,84,84,30,173,73,36.5,185.0,82.0,54.0,77.0,80.0,78.0,79.0,RB,Right,Spain,La Liga,3,3,3,Real Madrid,85.0,10.0,Balanced,Balanced,84,32.0,Spain
Jorginho,Luiz Frello Filho Jorge,205498,84,84,30,178,68,40.5,150.0,54.0,67.0,85.0,81.0,73.0,73.0,"CM, CDM",Right,Italy,Premier League,3,3,2,Chelsea,84.0,9.0,Balanced,Possession,81,22.0,England
S. Gnabry,Serge David Gnabry,206113,84,84,26,176,77,46.0,90.0,81.0,84.0,78.0,84.0,43.0,69.0,"RM, LM",Right,Germany,Bundesliga,4,4,4,FC Bayern München,84.0,10.0,Pressure On Heavy Touch,Possession,79,18.5,Germany
J. Grealish,Jack Grealish,206517,84,84,26,180,81,46.0,185.0,76.0,76.0,83.0,87.0,46.0,69.0,"LW, LM",Right,England,Premier League,4,3,3,Manchester City,85.0,10.0,Press After Possession Loss,Possession,73,6.0,England
M. Kovačić,Mateo Kovačić,207410,84,84,28,177,80,42.0,155.0,70.0,69.0,83.0,88.0,71.0,71.0,CM,Right,Croatia,Premier League,4,4,3,Chelsea,84.0,9.0,Balanced,Possession,82,30.0,England
H. Çalhanoğlu,Hakan Çalhanoğlu,208128,84,84,28,178,76,42.0,100.0,67.0,80.0,85.0,86.0,68.0,64.0,CM,Right,Turkey,Serie A,4,4,3,Inter,83.0,9.0,Balanced,Forward Runs,79,16.5,Italy
Y. Carrasco,Yannick Ferreira Carrasco,208418,84,84,28,181,73,42.5,85.0,88.0,81.0,79.0,86.0,54.0,66.0,"LM, LWB",Right,Belgium,La Liga,4,4,3,Atlético Madrid,82.0,9.0,Pressure On Heavy Touch,Balanced,85,51.5,Spain
T. Partey,Thomas Partey,209989,84,84,29,185,77,36.0,115.0,65.0,71.0,81.0,80.0,80.0,83.0,"CDM, CM",Right,Ghana,Premier League,3,3,2,Arsenal,80.0,7.0,Balanced,Possession,77,10.5,England
D. Berardi,Domenico Berardi,210935,84,84,27,183,72,45.0,57.0,82.0,81.0,81.0,86.0,36.0,71.0,"RM, RW",Left,Italy,Serie A,4,3,2,Sassuolo,75.0,4.0,Press After Possession Loss,Possession,81,24.5,Italy
R. De Paul,Rodrigo Javier De Paul,212616,84,84,28,180,70,42.0,85.0,78.0,77.0,83.0,82.0,75.0,82.0,"CM, RM",Right,Argentina,La Liga,4,3,1,Atlético Madrid,82.0,9.0,Pressure On Heavy Touch,Balanced,74,8.5,Spain
P. Højbjerg,Pierre-Emile Kordt Højbjerg,213648,84,86,26,187,84,47.0,120.0,55.0,73.0,78.0,78.0,81.0,82.0,"CDM, CM",Right,Denmark,Premier League,3,4,2,Tottenham Hotspur,81.0,8.0,Balanced,Balanced,75,9.0,England
Y. Tielemans,Youri Tielemans,216393,84,86,25,176,72,52.5,115.0,56.0,80.0,86.0,79.0,70.0,73.0,"CM, CDM",Right,Belgium,Premier League,4,5,2,Leicester City,79.0,6.0,Balanced,Possession,80,23.5,England
J. Maddison,James Maddison,220697,84,85,25,175,73,50.5,115.0,73.0,81.0,85.0,85.0,54.0,63.0,"RM, CAM",Right,England,Premier League,4,4,1,Leicester City,79.0,6.0,Balanced,Possession,69,1.8,England
L. Hernández,Lucas François Bernard Hernández Pi,220814,84,85,26,184,79,43.5,82.0,77.0,54.0,70.0,71.0,84.0,80.0,"CB, LB",Left,France,Bundesliga,2,2,3,FC Bayern München,84.0,10.0,Pressure On Heavy Touch,Possession,77,13.5,Germany
L. Sané,Leroy Aziz Sané,222492,84,84,26,183,80,46.0,90.0,90.0,81.0,80.0,85.0,38.0,66.0,"LM, RM, CF",Left,Germany,Bundesliga,4,2,3,FC Bayern München,84.0,10.0,Pressure On Heavy Touch,Possession,82,34.5,Germany
M. Ødegaard,Martin Ødegaard,222665,84,89,23,178,68,63.5,105.0,76.0,75.0,86.0,84.0,58.0,63.0,"CAM, CM",Left,Norway,Premier League,5,2,3,Arsenal,80.0,7.0,Balanced,Possession,74,9.5,England
Rúben Neves,Rúben Diogo da Silva Neves,224293,84,87,25,180,80,50.5,105.0,59.0,74.0,86.0,77.0,76.0,73.0,"CDM, CM",Right,Portugal,Premier League,3,4,2,Wolverhampton Wanderers,78.0,5.0,Balanced,Forward Runs,77,12.0,England
Marcos Llorente,Marcos Llorente Moreno,226161,84,85,27,184,74,48.0,81.0,88.0,79.0,80.0,82.0,78.0,81.0,"CM, RM, RB",Right,Spain,La Liga,3,4,3,Atlético Madrid,82.0,9.0,Pressure On Heavy Touch,Balanced,77,12.0,Spain
L. Pellegrini,Lorenzo Pellegrini,228251,84,87,26,186,77,55.0,95.0,79.0,77.0,83.0,84.0,74.0,78.0,"CAM, CM",Right,Italy,Serie A,3,4,2,Roma,80.0,8.0,Balanced,Possession,77,13.0,Italy
Oyarzabal,Mikel Oyarzabal Ugarte,230142,84,86,25,181,79,53.0,57.0,79.0,83.0,80.0,83.0,41.0,62.0,"LW, RW",Left,Spain,La Liga,3,3,2,Real Sociedad,78.0,7.0,Balanced,Possession,79,18.0,Spain
Gabriel Jesus,Gabriel Fernando de Jesus,230666,84,86,25,175,73,53.5,130.0,84.0,82.0,75.0,88.0,40.0,78.0,"ST, RW",Right,Brazil,Premier League,4,3,2,Arsenal,80.0,7.0,Balanced,Possession,81,31.0,England
F. Kessié,Franck Yannick Kessié,230938,84,86,25,183,88,47.5,165.0,78.0,76.0,74.0,79.0,82.0,87.0,"CDM, CM, CAM",Right,Côte d'Ivoire,La Liga,3,4,3,FC Barcelona,84.0,10.0,Balanced,Possession,76,12.5,Spain
F. Tomori,Fikayo Tomori,232756,84,90,24,185,79,60.5,75.0,86.0,40.0,60.0,66.0,86.0,81.0,CB,Right,England,Serie A,2,4,2,Milan,81.0,9.0,Pressure On Heavy Touch,Forward Runs,61,0.5,Italy
P. Schick,Patrik Schick,234236,84,86,26,191,86,53.0,88.0,78.0,82.0,71.0,83.0,36.0,76.0,ST,Left,Czech Republic,Bundesliga,4,3,3,Bayer 04 Leverkusen,80.0,8.0,Press After Possession Loss,Balanced,77,14.5,Germany
D. Rice,Declan Rice,234378,84,87,23,185,80,52.0,83.0,71.0,65.0,75.0,76.0,82.0,83.0,"CDM, CM",Right,England,Premier League,2,3,1,West Ham United,79.0,6.0,Balanced,Forward Runs,59,0.29,England
A. Davies,Alphonso Boyle Davies,234396,84,89,21,185,77,60.5,59.0,94.0,66.0,77.0,84.0,75.0,77.0,"LB, LM",Left,Canada,Bundesliga,4,4,3,FC Bayern München,84.0,10.0,Pressure On Heavy Touch,Possession,0,0.0,Germany
A. Hakimi,Achraf Hakimi Mouh,235212,84,87,23,181,73,53.5,90.0,92.0,75.0,79.0,80.0,75.0,78.0,"RB, RWB",Right,Morocco,Ligue 1,4,4,2,Paris Saint Germain,85.0,10.0,Press After Possession Loss,Possession,71,3.0,France
K. Havertz,Kai Lukas Havertz,235790,84,91,23,190,82,84.5,130.0,81.0,79.0,79.0,84.0,45.0,68.0,"CAM, CF, ST",Left,Germany,Premier League,4,4,3,Chelsea,84.0,9.0,Balanced,Possession,73,8.0,England
F. Chiesa,Federico Chiesa,235805,84,87,24,175,70,57.5,140.0,91.0,81.0,76.0,86.0,48.0,73.0,LW,Right,Italy,Serie A,4,4,3,Juventus,82.0,10.0,Pressure On Heavy Touch,Direct Passing,75,11.5,Italy
A. Bastoni,Alessandro Bastoni,237383,84,90,23,190,75,60.5,75.0,73.0,35.0,69.0,71.0,86.0,82.0,CB,Left,Italy,Serie A,2,3,1,Inter,83.0,9.0,Balanced,Forward Runs,64,0.85,Italy
R. James,Reece James,238074,84,88,22,178,87,57.0,120.0,81.0,72.0,83.0,82.0,81.0,82.0,"RWB, RB",Right,England,Premier League,3,3,2,Chelsea,84.0,9.0,Balanced,Possession,0,0.0,England
Éder Militão,Éder Gabriel Militão,240130,84,89,24,186,78,57.5,160.0,86.0,50.0,70.0,72.0,85.0,82.0,CB,Right,Brazil,La Liga,2,3,2,Real Madrid,85.0,10.0,Balanced,Balanced,0,0.0,Spain
L. Díaz,Luis Fernando Díaz Marulanda,241084,84,85,25,180,73,50.5,155.0,91.0,80.0,75.0,87.0,34.0,73.0,"LW, LM",Right,Colombia,Premier League,4,4,1,Liverpool,84.0,9.0,Press After Possession Loss,Balanced,61,0.55,England
S. Tonali,Sandro Tonali,241096,84,90,22,181,79,62.5,75.0,81.0,73.0,81.0,79.0,79.0,82.0,"CDM, CM",Right,Italy,Serie A,3,4,1,Milan,81.0,9.0,Pressure On Heavy Touch,Forward Runs,0,0.0,Italy
J. Koundé,Jules Koundé,241486,84,89,23,181,75,57.5,150.0,84.0,45.0,64.0,74.0,85.0,78.0,"CB, RB",Right,France,La Liga,2,3,2,FC Barcelona,84.0,10.0,Balanced,Possession,0,0.0,Spain
Rafael Leão,Rafael Alexandre Conceição Leão,241721,84,90,23,188,81,66.5,90.0,91.0,77.0,73.0,86.0,27.0,74.0,"LW, LM",Right,Portugal,Serie A,4,4,1,Milan,81.0,9.0,Pressure On Heavy Touch,Forward Runs,0,0.0,Italy
M. Diaby,Moussa Diaby,241852,84,88,22,171,67,61.5,70.0,93.0,73.0,75.0,87.0,42.0,59.0,"RM, LM, LW",Left,France,Bundesliga,4,3,2,Bayer 04 Leverkusen,80.0,8.0,Press After Possession Loss,Balanced,0,0.0,Germany
D. Vlahović,Dušan Vlahović,246430,84,91,22,190,75,86.5,140.0,80.0,85.0,66.0,79.0,29.0,81.0,ST,Left,Serbia,Serie A,3,3,2,Juventus,82.0,10.0,Pressure On Heavy Touch,Direct Passing,0,0.0,Italy
S. Handanovič,Samir Handanovič,162835,83,83,37,193,92,4.0,42.0,43.0,65.0,65.0,79.0,90.0,79.0,GK,Right,Slovenia,Serie A,1,3,3,Inter,83.0,9.0,Balanced,Forward Runs,87,29.0,Italy
K. Schmeichel,Kasper Peter Schmeichel,163587,83,83,35,189,89,4.0,31.0,45.0,79.0,79.0,78.0,81.0,81.0,GK,Right,Denmark,Ligue 1,1,3,2,Nice,77.0,6.0,Press After Possession Loss,Possession,83,19.0,France
David Silva,David Josué Jiménez Silva,168542,83,83,36,173,67,12.0,37.0,61.0,72.0,86.0,85.0,52.0,53.0,"CAM, CM",Left,Spain,La Liga,4,2,4,Real Sociedad,78.0,7.0,Balanced,Possession,87,44.0,Spain
Fernando,Fernando Francisco Reges,184134,83,83,34,183,76,12.5,39.0,65.0,62.0,74.0,73.0,82.0,81.0,"CDM, CB",Right,Brazil,La Liga,3,3,2,Sevilla,81.0,8.0,Pressure On Heavy Touch,Possession,0,0.0,Spain
L. Bonucci,Leonardo Bonucci,184344,83,83,35,190,85,9.5,87.0,51.0,59.0,70.0,71.0,84.0,77.0,CB,Right,Italy,Serie A,2,4,3,Juventus,82.0,10.0,Pressure On Heavy Touch,Direct Passing,88,44.0,Italy
C. Eriksen,Christian Dannemann Eriksen,190460,83,83,30,181,76,34.5,145.0,61.0,78.0,88.0,81.0,53.0,56.0,"CM, CDM",Right,Denmark,Premier League,4,5,3,Manchester United,82.0,8.0,Pressure On Heavy Touch,Possession,87,65.0,England
Luis Alberto,Luis Alberto Romero Alconchel,198706,83,83,29,183,74,35.5,74.0,54.0,75.0,86.0,83.0,57.0,57.0,CM,Right,Spain,Serie A,4,3,2,Lazio,79.0,7.0,Press After Possession Loss,Possession,77,12.0,Italy
D. Tadić,Dušan Tadić,199434,83,83,33,181,76,22.5,30.0,67.0,81.0,86.0,83.0,43.0,76.0,"LW, CF, CAM",Left,Serbia,Eredivisie,4,3,3,Ajax,78.0,10.0,Balanced,Possession,80,15.0,Netherlands
Roberto Firmino,Roberto Firmino Barbosa de Oliveira,201942,83,83,30,181,76,35.5,150.0,74.0,77.0,79.0,87.0,59.0,77.0,CF,Right,Brazil,Premier League,5,4,3,Liverpool,84.0,9.0,Press After Possession Loss,Balanced,83,34.0,England
J. Stones,John Stones,203574,83,84,28,188,76,34.5,150.0,72.0,51.0,71.0,75.0,84.0,77.0,"CB, RB",Right,England,Premier League,3,4,2,Manchester City,85.0,10.0,Press After Possession Loss,Possession,79,14.5,England
N. Pope,Nick Pope,203841,83,83,30,199,76,24.0,88.0,49.0,75.0,75.0,82.0,82.0,81.0,GK,Right,England,Premier League,1,3,1,Newcastle United,79.0,5.0,Pressure On Heavy Touch,Balanced,68,0.88,England
M. Ginter,Matthias Ginter,207862,83,84,28,189,86,34.5,43.0,60.0,59.0,71.0,66.0,84.0,79.0,CB,Right,Germany,Bundesliga,2,3,3,SC Freiburg,76.0,4.0,Balanced,Possession,78,11.5,Germany
M. Ginter,Matthias Ginter,207862,83,84,28,189,86,34.5,43.0,60.0,59.0,71.0,66.0,84.0,79.0,CB,Right,Germany,Bundesliga,2,3,3,SC Freiburg,76.0,4.0,Balanced,Possession,78,11.5,Germany
H. Ziyech,Hakim Ziyech,208670,83,83,29,181,65,35.5,155.0,76.0,77.0,87.0,83.0,50.0,64.0,"RW, CAM",Left,Morocco,Premier League,5,2,3,Chelsea,84.0,9.0,Balanced,Possession,81,23.0,England
J. Vardy,Jamie Vardy,208830,83,83,35,179,74,15.5,90.0,84.0,82.0,70.0,79.0,52.0,70.0,ST,Right,England,Premier League,3,4,3,Leicester City,79.0,6.0,Balanced,Possession,81,17.0,England
Grimaldo,Alejandro Grimaldo García,210035,83,84,26,171,67,39.0,21.0,87.0,69.0,82.0,84.0,76.0,71.0,"LB, LWB, LM",Left,Spain,Liga Portugal,3,2,3,Benfica,79.0,10.0,Press After Possession Loss,Balanced,80,17.5,Portugal
Raúl de Tomás,Raúl De Tomás Gómez,210315,83,83,27,180,79,39.5,37.0,77.0,84.0,77.0,83.0,40.0,78.0,ST,Right,Spain,La Liga,4,4,1,Rayo Vallecano,76.0,3.0,Balanced,Possession,72,4.3,Spain
P. Zieliński,Piotr Sebastian Zieliński,210406,83,83,28,180,75,36.5,78.0,81.0,77.0,81.0,86.0,70.0,62.0,"CAM, CM",Right,Poland,Serie A,4,5,3,Napoli,80.0,9.0,Balanced,Forward Runs,80,20.5,Italy
T. Lemar,Thomas Lemar,213565,83,84,26,171,66,42.5,74.0,83.0,78.0,83.0,87.0,67.0,64.0,"CM, LM, RM",Left,France,La Liga,4,3,3,Atlético Madrid,82.0,9.0,Pressure On Heavy Touch,Balanced,83,38.5,Spain
Á. Correa,Ángel Martín Correa,214997,83,84,27,171,70,42.5,80.0,85.0,84.0,77.0,87.0,50.0,73.0,"ST, RM, CF",Right,Argentina,La Liga,4,4,2,Atlético Madrid,82.0,9.0,Pressure On Heavy Touch,Balanced,79,19.0,Spain
D. Zapata,Duván Esteban Zapata Banguera,215333,83,83,31,189,88,30.5,77.0,78.0,82.0,63.0,79.0,35.0,85.0,ST,Right,Colombia,Serie A,3,4,2,Atalanta,79.0,7.0,Press After Possession Loss,Forward Runs,78,13.0,Italy
J. Giménez,José María Giménez de Vargas,216460,83,85,27,185,79,38.5,68.0,71.0,46.0,58.0,61.0,85.0,82.0,CB,Right,Uruguay,La Liga,2,3,2,Atlético Madrid,82.0,9.0,Pressure On Heavy Touch,Balanced,83,28.5,Spain
Rafa,Rafael Alexandre Fernandes Ferreira da Silva,216547,83,83,29,172,66,36.5,26.0,93.0,77.0,77.0,86.0,50.0,54.0,"CF, RM, RW",Right,Portugal,Liga Portugal,4,3,2,Benfica,79.0,10.0,Press After Possession Loss,Balanced,78,14.0,Portugal
Rafa,Rafael Alexandre Fernandes Ferreira da Silva,216547,83,83,29,172,66,36.5,26.0,93.0,77.0,77.0,86.0,50.0,54.0,"CF, RM, RW",Right,Portugal,Liga Portugal,4,3,2,Benfica,79.0,10.0,Press After Possession Loss,Balanced,78,14.0,Portugal
Diego Carlos,Diego Carlos Santos Silva,219693,83,83,29,186,79,30.5,105.0,76.0,47.0,63.0,67.0,82.0,81.0,CB,Right,Brazil,Premier League,3,4,2,Aston Villa,79.0,5.0,Pressure On Heavy Touch,Forward Runs,76,8.0,England
Marco Asensio,Marco Asensio Willemsen,220834,83,84,26,182,76,43.0,200.0,82.0,80.0,81.0,83.0,43.0,62.0,"RW, LW",Left,Spain,La Liga,4,3,3,Real Madrid,85.0,10.0,Balanced,Balanced,84,46.0,Spain
Merino,Mikel Merino Zazón,225193,83,86,26,189,83,47.0,49.0,73.0,78.0,81.0,82.0,82.0,81.0,"CM, LM, RM",Left,Spain,La Liga,3,3,1,Real Sociedad,78.0,7.0,Balanced,Possession,74,8.0,Spain
K. Laimer,Konrad Laimer,225375,83,84,25,180,72,38.5,64.0,80.0,68.0,78.0,79.0,81.0,78.0,"CDM, CM",Right,Austria,Bundesliga,3,3,2,RB Leipzig,81.0,8.0,Press After Possession Loss,Balanced,70,2.8,Germany
P. Kimpembe,Presnel Kimpembe,225850,83,86,26,189,80,42.0,95.0,80.0,43.0,68.0,69.0,83.0,86.0,CB,Left,France,Ligue 1,2,3,3,Paris Saint Germain,85.0,10.0,Press After Possession Loss,Possession,77,12.0,France
Fabián Ruiz,Fabián Ruiz Peña,226271,83,85,26,189,70,44.5,105.0,61.0,79.0,80.0,83.0,74.0,72.0,"CM, CDM",Left,Spain,Ligue 1,4,3,2,Paris Saint Germain,85.0,10.0,Press After Possession Loss,Possession,70,2.3,France
W. Ndidi,Onyinye Wilfred Ndidi,226790,83,85,25,183,74,41.0,95.0,67.0,61.0,67.0,71.0,84.0,84.0,"CDM, CM, CB",Right,Nigeria,Premier League,3,4,1,Leicester City,79.0,6.0,Balanced,Possession,77,12.0,England
F. Mendy,Ferland Mendy,228618,83,84,27,180,73,38.0,170.0,92.0,64.0,77.0,78.0,78.0,84.0,LB,Left,France,La Liga,4,5,1,Real Madrid,85.0,10.0,Balanced,Balanced,70,2.2,Spain
D. Upamecano,Dayotchanculle Oswald Upamecano,229558,83,87,23,186,90,47.0,64.0,82.0,43.0,62.0,70.0,82.0,82.0,CB,Right,France,Bundesliga,3,3,2,FC Bayern München,84.0,10.0,Pressure On Heavy Touch,Possession,69,2.0,Germany
Ronaldo Cabrais,Ronaldo Jailson Cabrais Petri,230481,83,83,30,177,75,35.0,59.0,88.0,77.0,83.0,84.0,35.0,72.0,"CAM, RM",Right,Brazil,Serie A,4,4,1,Palmeiras,76.0,8.0,Pressure On Heavy Touch,Balanced,76,8.5,Italy
Unai Simón,Unai Simón Mendibil,230869,83,86,25,190,89,37.0,30.0,49.0,77.0,77.0,77.0,85.0,84.0,GK,Right,Spain,La Liga,1,3,3,Athletic Club,79.0,7.0,Balanced,Forward Runs,67,1.2,Spain
O. Dembélé,Ousmane Dembélé,231443,83,86,25,178,67,48.0,180.0,93.0,77.0,79.0,87.0,36.0,56.0,"RW, LW",Left,France,La Liga,5,5,3,FC Barcelona,84.0,10.0,Balanced,Possession,83,40.0,Spain
M. Rashford,Marcus Rashford,231677,83,86,24,186,70,49.5,140.0,88.0,82.0,76.0,83.0,42.0,73.0,"LW, LM, ST",Right,England,Premier League,5,3,3,Manchester United,82.0,8.0,Pressure On Heavy Touch,Possession,80,22.0,England
V. Osimhen,Victor James Osimhen,232293,83,89,23,185,78,58.0,72.0,90.0,82.0,65.0,78.0,40.0,81.0,ST,Right,Nigeria,Serie A,3,4,2,Napoli,80.0,9.0,Balanced,Forward Runs,65,1.1,Italy
C. Romero,Cristian Gabriel Romero,232488,83,88,24,185,79,49.5,95.0,73.0,46.0,59.0,66.0,85.0,81.0,CB,Right,Argentina,Premier League,3,2,3,Tottenham Hotspur,81.0,8.0,Balanced,Balanced,63,0.72,England
D. Kamada,鎌田 大地,232730,83,84,25,184,76,43.5,43.0,79.0,74.0,82.0,84.0,46.0,61.0,"CAM, CF, CM",Right,Japan,Bundesliga,3,4,2,Eintracht Frankfurt,78.0,6.0,Press After Possession Loss,Forward Runs,70,2.9,Germany
J. Sancho,Jadon Sancho,233049,83,87,22,180,76,53.0,140.0,79.0,70.0,80.0,87.0,33.0,49.0,"LW, RW, LM",Right,England,Premier League,5,3,3,Manchester United,82.0,8.0,Pressure On Heavy Touch,Possession,63,0.8,England
M. Mount,Mason Mount,233064,83,86,23,181,74,49.5,120.0,74.0,81.0,84.0,82.0,55.0,67.0,"CAM, RW, CM",Right,England,Premier League,3,4,3,Chelsea,84.0,9.0,Balanced,Possession,65,1.1,England
Raphinha,Raphael Dias Belloli,233419,83,84,25,176,68,43.5,180.0,91.0,79.0,77.0,85.0,50.0,73.0,"RW, RM",Left,Brazil,La Liga,4,4,2,FC Barcelona,84.0,10.0,Balanced,Possession,76,11.5,Spain
Carlos Soler,Carlos Soler Barragán,234153,83,86,25,180,76,47.5,100.0,80.0,77.0,83.0,80.0,71.0,72.0,"CM, RM, CDM",Right,Spain,Ligue 1,3,4,2,Paris Saint Germain,85.0,10.0,Press After Possession Loss,Possession,76,12.0,France
Bremer,Gleison Bremer Silva Nascimento,239580,83,87,25,188,82,45.5,115.0,80.0,50.0,56.0,65.0,85.0,81.0,CB,Right,Brazil,Serie A,2,2,1,Juventus,82.0,10.0,Pressure On Heavy Touch,Direct Passing,0,0.0,Italy
Pau Torres,Pau Francisco Torres,241464,83,89,25,191,80,50.5,43.0,73.0,38.0,68.0,70.0,84.0,81.0,CB,Left,Spain,La Liga,2,3,2,Villarreal,80.0,8.0,Balanced,Balanced,0,0.0,Spain
A. Tchouaméni,Aurélien Tchouaméni,241637,83,89,22,187,81,53.5,145.0,73.0,70.0,79.0,78.0,81.0,81.0,"CDM, CM",Right,France,La Liga,3,3,2,Real Madrid,85.0,10.0,Balanced,Balanced,0,0.0,Spain
João Félix,João Félix Sequeira,242444,83,89,22,181,72,59.0,71.0,82.0,80.0,80.0,87.0,40.0,67.0,"CF, ST",Right,Portugal,Premier League,5,4,2,Chelsea,84.0,9.0,Balanced,Possession,0,0.0,England
C. Gakpo,Cody Mathès Gakpo,242516,83,88,23,189,76,55.0,130.0,85.0,82.0,77.0,84.0,42.0,73.0,LW,Right,Netherlands,Premier League,4,4,2,Liverpool,84.0,9.0,Press After Possession Loss,Balanced,0,0.0,England
B. Saka,Bukayo Saka,246669,83,90,20,178,65,72.0,83.0,85.0,74.0,78.0,84.0,65.0,65.0,"RM, RW",Left,England,Premier League,3,3,2,Arsenal,80.0,7.0,Balanced,Possession,0,0.0,England
Bruno Guimarães,Bruno Guimarães Rodriguez Moura,247851,83,87,24,182,74,52.0,105.0,69.0,69.0,80.0,83.0,79.0,80.0,"CM, CDM",Right,Brazil,Premier League,3,2,2,Newcastle United,79.0,5.0,Pressure On Heavy Touch,Balanced,0,0.0,England
R. Araujo,Ronald Federico Araújo da Silva,253163,83,89,23,188,79,52.0,135.0,79.0,51.0,65.0,61.0,83.0,83.0,"CB, RB",Right,Uruguay,La Liga,2,3,1,FC Barcelona,84.0,10.0,Balanced,Possession,0,0.0,Spain
J. Musiala,Jamal Musiala,256790,83,92,19,184,72,78.5,46.0,80.0,72.0,74.0,89.0,63.0,60.0,"CAM, LM, CM",Right,Germany,Bundesliga,5,4,1,FC Bayern München,84.0,10.0,Pressure On Heavy Touch,Possession,0,0.0,Germany
Z. Ibrahimović,Zlatan Ibrahimović,41236,82,82,40,195,102,1.4,63.0,58.0,85.0,76.0,77.0,34.0,72.0,ST,Right,Sweden,Serie A,5,4,5,Milan,81.0,9.0,Pressure On Heavy Touch,Forward Runs,88,27.0,Italy
Jesús Navas,Jesús Navas González,146536,82,82,36,172,60,7.0,25.0,83.0,68.0,81.0,81.0,77.0,56.0,"RB, RM",Right,Spain,La Liga,4,2,2,Sevilla,81.0,8.0,Pressure On Heavy Touch,Possession,0,0.0,Spain
Raúl Albiol,Raúl Albiol Tortajada,157481,82,82,36,190,82,5.5,30.0,38.0,41.0,62.0,63.0,85.0,71.0,CB,Right,Spain,La Liga,2,3,3,Villarreal,80.0,8.0,Balanced,Balanced,82,15.0,Spain
I. Rakitić,Ivan Rakitić,168651,82,82,34,184,78,14.0,39.0,53.0,79.0,85.0,78.0,75.0,68.0,CM,Right,Croatia,La Liga,3,4,3,Sevilla,81.0,8.0,Pressure On Heavy Touch,Possession,87,48.5,Spain
O. Giroud,Olivier Giroud,178509,82,82,35,193,93,13.0,66.0,42.0,83.0,72.0,73.0,42.0,78.0,ST,Left,France,Serie A,3,3,3,Milan,81.0,9.0,Pressure On Heavy Touch,Forward Runs,82,21.5,Italy
S. Kjær,Simon Thorup Kjær,179645,82,82,33,190,86,14.5,73.0,62.0,54.0,64.0,60.0,84.0,78.0,CB,Right,Denmark,Serie A,2,3,3,Milan,81.0,9.0,Pressure On Heavy Touch,Forward Runs,81,16.0,Italy
I. Perišić,Ivan Perišić,181458,82,82,33,186,80,16.0,100.0,79.0,80.0,80.0,82.0,76.0,77.0,"LWB, LM",Right,Croatia,Premier League,4,5,3,Tottenham Hotspur,81.0,8.0,Balanced,Balanced,84,31.5,England
Yuri Berchiche,Yuri Berchiche Izeta,183512,82,82,32,181,80,21.0,35.0,81.0,68.0,76.0,76.0,79.0,81.0,LB,Left,Spain,La Liga,3,3,2,Athletic Club,79.0,7.0,Balanced,Forward Runs,77,8.0,Spain
J. Henderson,Jordan Henderson,183711,82,82,32,182,80,24.0,125.0,65.0,74.0,82.0,78.0,77.0,80.0,"CM, CDM",Right,England,Premier League,3,3,3,Liverpool,84.0,9.0,Press After Possession Loss,Balanced,82,21.5,England
T. Alderweireld,Toby Albertine Maurits Alderweireld,184087,82,82,33,186,81,14.5,30.0,55.0,54.0,73.0,67.0,84.0,75.0,CB,Right,Belgium,Jupiler Pro League,2,3,3,Antwerp,73.0,8.0,Balanced,Balanced,86,40.5,Unknown
M. Arnautović,Marko Arnautović,184200,82,82,33,192,83,19.5,51.0,78.0,82.0,79.0,79.0,44.0,82.0,ST,Right,Austria,Serie A,4,4,3,Bologna,75.0,4.0,Balanced,Forward Runs,82,22.5,Italy
Azpilicueta,César Azpilicueta Tanco,184432,82,82,32,178,77,20.0,115.0,64.0,55.0,76.0,72.0,84.0,75.0,"CB, RWB, RB",Right,Spain,Premier League,2,3,3,Chelsea,84.0,9.0,Balanced,Possession,85,37.5,England
C. Smalling,Chris Smalling,189881,82,82,32,194,81,20.0,73.0,62.0,47.0,58.0,62.0,85.0,82.0,CB,Right,England,Serie A,2,3,3,Roma,80.0,8.0,Balanced,Possession,81,17.0,Italy
M. Götze,Mario Götze,192318,82,82,30,176,72,29.5,41.0,67.0,75.0,83.0,84.0,55.0,67.0,"CAM, CM, LM",Right,Germany,Bundesliga,4,4,4,Eintracht Frankfurt,78.0,6.0,Press After Possession Loss,Forward Runs,81,22.5,Germany
